,Title,Authors,Year,Cited By,Detected_Dataset,Detected_Topic,Abstract,DOI,Journal,URL,Mentions_Accuracy,Mentions_F1,Mentions_Precision,Mentions_Recall,Mentions_Auc,Mentions_Roc,Mentions_Sensitivity,Mentions_Specificity,Mentions_Confusion_matrix,Mentions_Loss_function,Mentions_Cross-entropy,Mentions_Mean_squared_error,Mentions_Overfitting,Mentions_Underfitting,Mentions_Cross-validation,Mentions_Training_time,Mentions_Inference_time,Mentions_Statistical_significance,Mentions_P-value,Mentions_T-test,Mentions_Anova,Mentions_Correlation,Mentions_Regression,Mentions_Baseline_comparison,Mentions_Mae,Mentions_Rmse,Mentions_Bias
55,Classifying affective states using thermal infrared imaging of the human face,"['BR Nhan', 'T Chau']",2009,221,Affective Faces Database,classifier,"For similar reasons, we also used adjusted accuracy to estimate the performance of the  linear classifier on the unseen test data in the external cross validation. This measure is",No DOI,IEEE Transactions on Biomedical …,https://pubmed.ncbi.nlm.nih.gov/19923040/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,Classifying emotions and engagement in online learning based on a single facial expression recognition neural network,"['AV Savchenko', 'LV Savchenko']",2022,201,"Acted Facial Expressions In The Wild, Affective Faces Database, Static Facial Expression in the Wild","classifier, deep learning, machine learning, neural network","our models on EngageWild [8], AFEW (Acted Facial Expression In The Wild) [21] and VGAF  (Video- One of the first techniques that applied machine learning and FER to predict student’s",No DOI,IEEE Transactions on …,https://ieeexplore.ieee.org/document/9815154,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
57,Classifying pretended and evoked facial expressions of positive and negative affective states using infrared measurement of skin temperature,"['MM Khan', 'RD Ward', 'M Ingleby']",2009,116,Affective Faces Database,"classification, classifier","Similarly, our evoked expression classifier (Table VI) could correctly classify 90% of the  sad faces and 70% faces of disgust. The facial expression of anger could not be",No DOI,ACM Transactions on Applied …,https://dl.acm.org/doi/10.1145/1462055.1462061,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,"Collecting large, richly annotated facial-expression databases from movies","['A Dhall', 'R Goecke', 'S Lucey', 'T Gedeon']",2012,690,Acted Facial Expressions In The Wild,classification,"facial expression database Acted Facial Expressions in the Wild (AFEW) and its static subset  Static Facial Expressions  and classification techniques. However, in the case of human",No DOI,IEEE multimedia,https://ieeexplore.ieee.org/document/6200254,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,Color face recognition for degraded face images,"['JY Choi', 'YM Ro', 'KN Plataniotis']",2009,140,Toronto Face Database,classification,", ON M5B 2K3, Canada (e-mail: kostas@comm.toronto.edu). Color versions of one or more   classification tasks [22], [25], [26]? To our knowledge, however, the color effect on face",No DOI,IEEE Transactions on …,https://ieeexplore.ieee.org/document/4804691,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,Color local texture features for color face recognition,"['JY Choi', 'YM Ro', 'KN Plataniotis']",2011,206,Toronto Face Database,classification,be used to enhance classification/recognition performance.  color texture methods for  classification tasks on texture images  information can improve classification performance obtained,No DOI,IEEE transactions on image …,https://ieeexplore.ieee.org/iel5/83/4358840/06020798.pdf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,Combining modality specific deep neural networks for emotion recognition in video,"['SE Kahou', 'C Pal', 'X Bouthillier', 'P Froumenty']",2013,438,Toronto Face Database,"deep learning, neural network","neural network trained to predict emotions from static frames using two large data sets, the  Toronto Face Database and our own set of faces  profile results with deep learning, here we",No DOI,Proceedings of the 15th …,https://dl.acm.org/doi/10.1145/2522848.2531745,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,Convolutional neural networks based method for improving facial expression recognition,['TA Rashid'],2016,163,Facial Expression Recognition 2013,facial expression recognition,"In this paper, a technique for recognizing facial expressions using different  classification  to decide among five facial expressions [4]. In [5], in 2010, a recognition system for recognizing",No DOI,Intelligent Systems Technologies and Applications …,https://link.springer.com/chapter/10.1007/978-3-319-47952-1_6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,Covariance pooling for facial expression recognition,"['D Acharya', 'Z Huang', 'D Pani Paudel']",2018,216,"Affective Faces Database, Static Facial Expression in the Wild",facial expression recognition,methods on riemannian manifold for emotion recognition in the wild. In Proceedings of the   Image based static facial expression recognition with multiple deep network learning. In Pro,No DOI,… pattern recognition …,https://arxiv.org/abs/1805.04855,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,Decline or improvement?: Age-related differences in facial expression recognition,"['A Suzuki', 'T Hoshino', 'K Shigemasu', 'M Kawamura']",2007,173,Japanese Female Facial Expression,facial expression recognition,"emotion recognition. Currently, there is a growing emphasis on the inseparability between  emotional experiences and emotion recognition, particularly facial expression  the Japanese",No DOI,Biological psychology,https://www.sciencedirect.com/science/article/pii/S0301051106001669,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,"Deep affect prediction in-the-wild: Aff-wild database and challenge, deep architectures, and beyond","['D Kollias', 'P Tzirakis', 'MA Nicolaou']",2019,440,"Affective Faces Database, Expression in-the-Wild","CNN, classification, deep learning, machine learning",", we show that our network can be also used for other emotion  -Face network, pre-trained  for face recognition on the VGG- We note that all deep learning architectures have been",No DOI,International Journal of …,https://arxiv.org/abs/1804.10938,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,Deep convolution network based emotion analysis towards mental health care,"['Z Fei', 'E Yang', 'DDU Li', 'S Butler', 'W Ijomah', 'X Li', 'H Zhou']",2020,150,Karolinska Directed Emotional Faces,CNN,expression databases including the Karolinska Directed Emotional Faces (KDEF) Database  [25] CNN works as the deep feature extractor. The advantages of using a pre-trained CNN to,No DOI,Neurocomputing,https://www.sciencedirect.com/science/article/pii/S0925231220300783,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,Deep facial expression recognition: A survey,"['S Li', 'W Deng']",2020,1828,"Acted Facial Expressions In The Wild, Affective Faces Database, Binghamton University 3D Facial Expression, Facial Expression Recognition 2013, Japanese Female Facial Expression, MMI Facial Expression, Radboud Faces Database, Static Facial Expression in the Wild, Toronto Face Database","FER, deep learning, facial expression recognition, neural network","definition of facial expressions. In this survey, we limit our discussion on FER based on the  cat Pantic, “Induced disgust, happiness and surprise: an addition to the mmi facial expression",No DOI,IEEE transactions on affective computing,https://arxiv.org/abs/1804.08348,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,Deep imbalanced learning for face recognition and attribute prediction,"['C Huang', 'Y Li', 'CC Loy', 'X Tang']",2019,390,Toronto Face Database,"deep learning, machine learning","To mitigate this issue, contemporary deep learning methods typically follow classic strategies  such as class re- Given an imagery dataset with imbalanced class distribution, our goal is to",No DOI,… pattern analysis and machine …,https://arxiv.org/abs/1806.00194,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69,Deep joint spatiotemporal network (DJSTN) for efficient facial expression recognition,"['D Jeong', 'BG Kim', 'SY Dong']",2020,105,MMI Facial Expression,"deep learning, facial expression recognition, neural network",facial emotion recognition systems with various signals. Most of them employ facial expression  recognition  : An addition to the mmi facial expression database. In Proceedings of the 3rd,No DOI,Sensors,https://www.mdpi.com/1424-8220/20/7/1936,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,Deep learning approaches for facial emotion recognition: A case study on FER-2013,"['P Giannopoulos', 'I Perikos', 'I Hatzilygeroudis']",2018,206,"Affective Faces Database, Facial Expression Recognition 2013","FER, facial expression recognition","the emotional behavior and the affective state of the human.  , for images of the Jaffe face  database with little noise and with  /non smiling expressions in the ORL database. In [32], a",No DOI,Advances in hybridization of …,https://link.springer.com/chapter/10.1007/978-3-319-66790-4_1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,Deep learning based facs action unit occurrence and intensity estimation,"['A Gudi', 'HE Tasli', 'TM Den Uyl']",2015,221,Toronto Face Database,deep learning,method on the SEMAINE dataset was much lower than on the BP4D dataset. One of the main  contributing factors to this observation is the low number of individual faces included in the,No DOI,… on automatic face and …,https://ieeexplore.ieee.org/document/7284873,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,Deep learning for biometrics: A survey,"['K Sundararajan', 'DL Woodard']",2018,314,Toronto Face Database,deep learning,"with the SVS2004 dataset, it can be observed that both deep learning and other approaches  seem to perform comparably. This could be attributed to smaller dataset size. However, for",No DOI,ACM Computing Surveys (CSUR),https://dl.acm.org/doi/10.1145/3190618,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,Deep learning for emotion recognition on small datasets using transfer learning,"['HW Ng', 'VD Nguyen', 'V Vonikakis']",2015,802,Affective Faces Database,deep learning,"dataset, when a sufficiently large face dataset such as FER-2013 is available, whether by  adding it to the auxiliary dataset  exploit deep neural networks such as CNN for face expression",No DOI,Proceedings of the 2015 …,https://dl.acm.org/doi/10.1145/2818346.2830593,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,Deep learning for human affect recognition: Insights and new developments,"['PV Rouast', 'MTP Adam', 'R Chiong']",2019,613,"Affective Faces Database, Toronto Face Database",deep learning,"deep neural networks, we comprehensively quantify their applications in this field. We find  that deep learning is used for learning  number of examples per dataset does not see a clear",No DOI,IEEE Transactions on …,https://arxiv.org/abs/1901.02884,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,Deep learning for real-time robust facial expression recognition on a smartphone,"['I Song', 'HJ Kim', 'PB Jeon']",2014,151,Facial Expression Recognition 2013,facial expression recognition,"In Section II, we outline the structure of the deep architecture and describe how to  face  datasets. In Section IV, we describe how to implement a real-time facial expression recognition",No DOI,2014 IEEE International Conference …,https://ieeexplore.ieee.org/document/6776135,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,Deep neural network augmentation: Generating faces for affect analysis,"['D Kollias', 'S Cheng', 'E Ververas', 'I Kotsia']",2020,135,"Affective Faces Database, Radboud Faces Database","CNN, classification, deep learning, neural network",train Deep Neural Networks over eight databases face database is annotated in terms of  valence and arousal and is then used for affect synthesis. The fact that this a temporal database,No DOI,International Journal of …,https://arxiv.org/abs/1811.05027,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,Deep neural networks with relativity learning for facial expression recognition,"['Y Guo', 'D Tao', 'J Yu', 'H Xiong', 'Y Li']",2016,127,"Acted Facial Expressions In The Wild, Facial Expression Recognition 2013","deep learning, facial expression recognition, neural network",Here we present a deep learning method termed Deep Neural Networks with Relativity   The SFEW 2.0 dataset was created from Acted Facial Expressions in the Wild (AFEW) [3] using,No DOI,2016 IEEE International …,https://ieeexplore.ieee.org/document/7574736,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78,Deep spatial-temporal feature fusion for facial expression recognition in static images,"['N Sun', 'Q Li', 'R Huan', 'J Liu', 'G Han']",2019,116,MMI Facial Expression,"deep learning, facial expression recognition, neural network",MMI database holds 2885 videos and over 500 images of 88 subjects displaying various  facial expressions  output of the channel to recognize the facial expression. For MDSTFN with,No DOI,Pattern Recognition Letters,https://www.sciencedirect.com/science/article/pii/S0167865517303902,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79,Deep-emotion: Facial expression recognition using attentional convolutional network,"['S Minaee', 'M Minaei', 'A Abdolrashidi']",2021,664,"Affective Faces Database, Extended Cohn-Kanade, Facial Expression Recognition 2013, Japanese Female Facial Expression, Toronto Face Database","FER, deep learning, facial expression recognition","FER dataset, and the images in the second and fourth rows belong to the extended Cohn-Kanade   images in the second and fourth rows belong to the extended Cohn-Kanade dataset.",No DOI,Sensors,https://www.mdpi.com/1424-8220/21/9/3046,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
80,Deeply learning deformable facial action parts model for dynamic expression analysis,"['M Liu', 'S Li', 'S Shan', 'R Wang', 'X Chen']",2015,389,MMI Facial Expression,CNN,"evaluated on two posed expression datasets, CK+, MMI, and a  is how to represent different  facial expressions. In the past  is applying CNN or 3D CNN directly to expression analysis,",No DOI,Computer Vision--ACCV 2014: 12th …,https://link.springer.com/chapter/10.1007/978-3-319-16817-3_10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81,Development of a real-time emotion recognition system using facial expressions and EEG based on machine learning and deep neural network methods,"['A Hassouneh', 'AM Mutawa', 'M Murugappan']",2020,239,Affective Faces Database,machine learning,A convolutional neural network was used in our system to obtain improved facial emotion  detection as it is applied to other computer fields such as face recognition [25] and object,No DOI,Informatics in Medicine …,https://www.sciencedirect.com/science/article/pii/S235291482030201X,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82,Dexpression: Deep convolutional neural network for expression recognition,"['P Burkert', 'F Trier', 'MZ Afzal', 'A Dengel']",2015,192,"Extended Cohn-Kanade, Facial Expression Recognition 2013, MMI Facial Expression","CNN, classification, deep learning, facial expression recognition, neural network",of different image classification approaches submitted by  evaluated on the Extended  Cohn-Kanade Dataset (Section 4.2 [12] have created the Extended CohnKanade dataset. This,No DOI,arXiv preprint arXiv …,https://arxiv.org/abs/1509.05371,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
83,Dfew: A large-scale database for recognizing dynamic facial expressions in the wild,"['X Jiang', 'Y Zong', 'W Zheng', 'C Tang', 'W Xia']",2020,126,"Acted Facial Expressions In The Wild, Affective Faces Database, Expression in-the-Wild, Static Facial Expression in the Wild","CNN, FER, classification, classifier, deep learning, facial expression recognition, machine learning, neural network","Recently, facial expression recognition (FER) in the wild has gained a lot of researchers’   a dynamic facial expression in the wild database, ie, acted facial expressions in the wild (AFEW)",No DOI,Proceedings of the 28th …,https://arxiv.org/abs/2008.05924,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84,Diagnostic features of emotional expressions are processed preferentially,"['E Scheller', 'C Büchel', 'M Gamer']",2012,135,Karolinska Directed Emotional Faces,classifier,control group in an emotion classification task revealed a  faces that were shown during  the experiment were selected from several picture sets (The Karolinska directed emotional faces,No DOI,PloS one,https://pubmed.ncbi.nlm.nih.gov/22848607/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85,Discovering hidden factors of variation in deep networks,"['B Cheung', 'JA Livezey', 'AK Bansal']",2014,225,Toronto Face Database,"classification, deep learning, machine learning, neural network","Deep learning has enjoyed a great deal of success because of its ability to  handwritten  digit database, the Toronto Faces Database (TFD) and the Multi-PIE dataset by generating",No DOI,arXiv preprint arXiv …,https://arxiv.org/abs/1412.6583,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
86,Disentangling factors of variation for facial expression recognition,"['S Rifai', 'Y Bengio', 'A Courville', 'P Vincent']",2012,264,Toronto Face Database,"classification, classifier, deep learning, facial expression recognition, machine learning, neural network","This system beats the state-of-the-art on a recently proposed dataset for facial expression  recognition, the Toronto Face Database, moving the state-of-art accuracy from 82.4% to 85.0%",No DOI,Computer Vision–ECCV …,https://link.springer.com/chapter/10.1007/978-3-642-33783-3_58,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87,Disgust-specific impairment of facial expression recognition in Parkinson's disease,"['A Suzuki', 'T Hoshino', 'K Shigemasu', 'M Kawamura']",2006,259,Japanese Female Facial Expression,facial expression recognition,impair the recognition of facial expressions of disgust; this provides concrete evidence for  emotion- (eight photographs for each emotion; Japanese and Caucasian facial expressions of,No DOI,Brain,https://pubmed.ncbi.nlm.nih.gov/16415306/,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
88,Do deep neural networks learn facial action units when doing expression recognition?,"['P Khorrami', 'T Paine', 'T Huang']",2015,360,"Acted Facial Expressions In The Wild, Extended Cohn-Kanade, Toronto Face Database","CNN, classification, classifier, deep learning, facial expression recognition, machine learning, neural network","Cohn-Kanade (CK+) dataset [18], and the Multi-PIE dataset [10]. However, the recent success  of deep neural networks  in our experiments: the extended Cohn-Kanade database (CK+) [",No DOI,Proceedings of the IEEE …,http://arxiv.org/abs/1510.02969,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
89,Driver's facial expression recognition in real-time for safe driving,"['M Jeong', 'BC Ko']",2018,158,MMI Facial Expression,"FER, classification, classifier, deep learning, facial expression recognition, machine learning",": An addition to the mmi facial expression database. In Proceedings of the 3rd International  Conference on Language Resources and Evaluation Workshop on EMOTION, Valletta, Malta",No DOI,Sensors,https://www.mdpi.com/1424-8220/18/12/4270,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
90,Dynamic facial expression recognition using longitudinal facial expression atlases,"['Y Guo', 'G Zhao', 'M Pietikäinen']",2012,116,MMI Facial Expression,facial expression recognition,"facial expression atlases of each expression, we are able to recognize expression of a new  facial expression  In this section, we evaluate the proposed method on the MMI database [24]",No DOI,"… Computer Vision, Florence, Italy, October 7 …",https://link.springer.com/chapter/10.1007/978-3-642-33709-3_45,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91,EMPATH: A neural network that categorizes facial expressions,"['MN Dailey', 'GW Cottrell', 'C Padgett']",2002,349,Affective Faces Database,neural network,to which each face portrayed each basic emotion on a 1–5  rating’’ vectors for each face pair  as a measure of dissimilarity.  networks respond with emotion i when the intended emotion,No DOI,Journal of cognitive …,https://pubmed.ncbi.nlm.nih.gov/12495523/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
92,Early cortical processing of natural and artificial emotional faces differs between lower and higher socially anxious persons,"['A Mühlberger', 'MJ Wieser', 'MJ Herrmann']",2009,276,Karolinska Directed Emotional Faces,classification,", emotional faces should  emotional faces regarding their processing as reflected by ERP  components. On the one hand, natural faces contain a lot more information than the emotion of",No DOI,Journal of neural …,https://pubmed.ncbi.nlm.nih.gov/18784899/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
93,Emonets: Multimodal deep learning approaches for emotion recognition in video,"['SE Kahou', 'X Bouthillier', 'P Lamblin', 'C Gulcehre']",2016,510,Toronto Face Database,deep learning,"learning several specialist models using deep learning techniques, each focusing on one  modality. Among these are a convolutional neural network,  is the Toronto Face Dataset (TFD) [",No DOI,Journal on Multimodal …,https://arxiv.org/abs/1503.01800,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
94,Emotion distribution recognition from facial expressions,"['Y Zhou', 'H Xue', 'X Geng']",2015,161,Toronto Face Database,"FER, facial expression recognition",facial expression recognition methods assume the availability of a single emotion for each  expression in  The s-JAFFE database contains 213 facial expression images. Each image was,No DOI,Proceedings of the 23rd ACM international …,https://dl.acm.org/doi/10.1145/2733373.2806328,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95,Emotion recognition from facial expression using deep convolutional neural network,['DY Liliana'],2019,116,"Extended Cohn-Kanade, Facial Expression Recognition 2013","CNN, classification, deep learning, facial expression recognition, neural network",This paper extends the deep Convolutional Neural Network ( This research uses the  extended Cohn Kanade (CK+) dataset  In this paper we contribute a Deep Learning approaches,No DOI,Journal of physics: conference series,https://iopscience.iop.org/article/10.1088/1742-6596/1193/1/012004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
96,Emotion recognition in the wild challenge 2013,"['A Dhall', 'R Goecke', 'J Joshi', 'M Wagner']",2013,241,"Acted Facial Expressions In The Wild, Facial Expression Recognition 2013","classification, classifier, facial expression recognition",emotion recognition methods in real-world conditions. The database in the 2013 challenge is  the Acted Facial Expression in the Wild  ] and Static Facial Expressions In The Wild (SFEW) [,No DOI,Proceedings of the 15th …,https://dl.acm.org/doi/10.1145/2522848.2531739,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
97,"Emotion recognition in the wild challenge 2014: Baseline, data and protocol","['A Dhall', 'R Goecke', 'J Joshi', 'K Sikka']",2014,269,"Acted Facial Expressions In The Wild, Expression in-the-Wild","classification, classifier, facial expression recognition, machine learning",The Second Emotion Recognition In The Wild Challenge 2014 provides a platform for   with their emotion recognition method on the Acted Facial Expressions In The Wild database.,No DOI,Proceedings of the 16th …,https://dl.acm.org/doi/10.1145/2663204.2666275,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98,Emotion recognition in the wild via convolutional neural networks and mapped binary patterns,"['G Levi', 'T Hassner']",2015,413,"Acted Facial Expressions In The Wild, Expression in-the-Wild, Static Facial Expression in the Wild",neural network,"version 2.0 of the Static Facial Expression in the Wild benchmark [9]. It was assembled by  selecting frames from different videos of the Acted Facial Expressions in the Wild (AFEW), and",No DOI,Proceedings of the 2015 ACM on international …,https://dl.acm.org/doi/10.1145/2818346.2830587,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
99,Emotion recognition of affective speech based on multiple classifiers using acoustic-prosodic information and semantic labels,"['CH Wu', 'WB Liang']",2010,351,Affective Faces Database,classifier,to emotion recognition of affective speech using multiple classifiers with AP and SLs. The   using multiple classifiers and the MDT was used to select an appropriate classifier to output the,No DOI,IEEE Transactions on Affective Computing,https://ieeexplore.ieee.org/document/5674019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100,Emotion recognition using deep learning approach from audio–visual emotional big data,"['MS Hossain', 'G Muhammad']",2019,442,Affective Faces Database,deep learning,"The proposed system is evaluated using two audio–visual emotional databases, one of   The histograms are obtained from the cropped face images. If there was no face detected in a",No DOI,Information Fusion,https://www.sciencedirect.com/science/article/pii/S1566253517307066,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
101,Emotion recognition using facial expressions,"['P Tarnowski', 'M Kołodziej', 'A Majkowski']",2017,360,Facial Expression Recognition 2013,facial expression recognition,"For all users, we obtained classification accuracy of emotions  classification accuracy was  73% (for MLP classifier). In the same case, for the 3-NN classifier we obtained a classification",No DOI,Procedia Computer …,https://www.sciencedirect.com/science/article/pii/S1877050917305264,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
102,"Emotional facial expressions evoke faster orienting responses, but weaker emotional responses at neural and behavioural levels compared to scenes: A …","['A Mavratzakis', 'C Herbert', 'P Walla']",2016,118,Karolinska Directed Emotional Faces,neural network,"how affective neural activity during emotional face and scene perceptions translates into   of the analysis was to investigate differences in emotional face and scene processing, only the",No DOI,Neuroimage,https://www.sciencedirect.com/science/article/pii/S1053811915008873,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
103,Emotionet challenge: Recognition of facial expressions of emotion in the wild,"['CF Benitez-Quiroz', 'R Srinivasan', 'Q Feng']",2017,109,Expression in-the-Wild,machine learning,"recognition of facial expressions of emotion in the wild. Key  facial expressions, the  heterogeneity of expression in the wild in the wild by current computer vision and machine",No DOI,arXiv preprint arXiv …,https://arxiv.org/abs/1703.01210,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
104,"Emotionet: An accurate, real-time algorithm for the automatic annotation of a million facial expressions in the wild","['C Fabian Benitez-Quiroz', 'R Srinivasan']",2016,685,"Affective Faces Database, Expression in-the-Wild","classification, classifier","in our set of a million face images in the wild, we  databases to successfully recognize AUs  and AU intensities on an independent database of images not used to train our classifiers. 2.",No DOI,Proceedings of the …,https://ieeexplore.ieee.org/document/7780969,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
105,Enhanced amygdala reactivity to emotional faces in adults reporting childhood emotional maltreatment,"['AL van Harmelen', 'MJ van Tol']",2013,302,Karolinska Directed Emotional Faces,"classification, neural network","to negative emotional faces are related to psychopathology, we investigated whether  abnormal amygdala (and/or mPFC functioning) was more apparent in emotionally maltreated",No DOI,Social cognitive and …,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3624946/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
106,Ensemble-based discriminant learning with boosting for face recognition,"['J Lu', 'KN Plataniotis']",2006,244,Toronto Face Database,"classifier, machine learning",ensemble-based methods as they are known in the machine learning literature [18]). Globally  nonlinear methods are not without problems. Approaches such as those based on kernel,No DOI,IEEE transactions on …,https://pubmed.ncbi.nlm.nih.gov/16526485/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
107,Estimation of continuous valence and arousal levels from faces in naturalistic conditions,"['A Toisoul', 'J Kossaifi', 'A Bulat', 'G Tzimiropoulos']",2021,160,Affective Faces Database,"machine learning, neural network","For example, the ability to accurately extract emotional information from the face of the  person one is communicating with plays a major role in prosociality 24 and this capacity is often",No DOI,… Machine Intelligence,https://www.nature.com/articles/s42256-020-00280-0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108,Evidence and a computational explanation of cultural differences in facial expression recognition.,"['MN Dailey', 'C Joyce', 'MJ Lyons', 'M Kamachi', 'H Ishi']",2010,249,Japanese Female Facial Expression,"classification, classifier, facial expression recognition, machine learning, neural network",our interpretation of facial expressions of emotion is universal  EMPATH models to recognize  facial expressions in a variety  of facial expression images with different mixes of Japanese,No DOI,Emotion,https://pubmed.ncbi.nlm.nih.gov/21171759/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
109,Excavating AI: The politics of images in machine learning training sets,"['K Crawford', 'T Paglen']",2021,442,Toronto Face Database,machine learning,"By looking at the politics of classification within machine learning systems, this article  demonstrates why the automated interpretation of images is an inherently social and political",No DOI,Ai & Society,https://link.springer.com/article/10.1007/s00146-021-01162-8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
