,ID,Title,Authors,Year,Cited By,Detected_Dataset,Detected_Topic,Abstract,DOI,Journal,URL,Mentions_Accuracy,Mentions_F1,Mentions_Precision,Mentions_Recall,Mentions_Auc,Mentions_Roc,Mentions_Sensitivity,Mentions_Specificity,Mentions_Confusion_matrix,Mentions_Loss_function,Mentions_Cross-entropy,Mentions_Mean_squared_error,Mentions_Overfitting,Mentions_Underfitting,Mentions_Cross-validation,Mentions_Training_time,Mentions_Inference_time,Mentions_Statistical_significance,Mentions_P-value,Mentions_T-test,Mentions_Anova,Mentions_Correlation,Mentions_Regression,Mentions_Baseline_comparison,Mentions_Mae,Mentions_Rmse,Mentions_Bias,Full_Text
101,103,Emotionet challenge: Recognition of facial expressions of emotion in the wild,"['CF Benitez-Quiroz', 'R Srinivasan', 'Q Feng']",2017,109,Expression in-the-Wild,machine learning,"recognition of facial expressions of emotion in the wild. Key  facial expressions, the  heterogeneity of expression in the wild in the wild by current computer vision and machine",No DOI,arXiv preprint arXiv …,https://arxiv.org/abs/1703.01210,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
102,104,"Emotionet: An accurate, real-time algorithm for the automatic annotation of a million facial expressions in the wild","['C Fabian Benitez-Quiroz', 'R Srinivasan']",2016,685,"Affective Faces Database, Expression in-the-Wild","classification, classifier","in our set of a million face images in the wild, we  databases to successfully recognize AUs  and AU intensities on an independent database of images not used to train our classifiers. 2.",No DOI,Proceedings of the …,https://ieeexplore.ieee.org/document/7780969,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
103,105,Enhanced amygdala reactivity to emotional faces in adults reporting childhood emotional maltreatment,"['AL van Harmelen', 'MJ van Tol']",2013,302,Karolinska Directed Emotional Faces,"classification, neural network","to negative emotional faces are related to psychopathology, we investigated whether  abnormal amygdala (and/or mPFC functioning) was more apparent in emotionally maltreated",No DOI,Social cognitive and …,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3624946/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
104,106,Ensemble-based discriminant learning with boosting for face recognition,"['J Lu', 'KN Plataniotis']",2006,244,Toronto Face Database,"classifier, machine learning",ensemble-based methods as they are known in the machine learning literature [18]). Globally  nonlinear methods are not without problems. Approaches such as those based on kernel,No DOI,IEEE transactions on …,https://pubmed.ncbi.nlm.nih.gov/16526485/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
105,107,Estimation of continuous valence and arousal levels from faces in naturalistic conditions,"['A Toisoul', 'J Kossaifi', 'A Bulat', 'G Tzimiropoulos']",2021,160,Affective Faces Database,"machine learning, neural network","For example, the ability to accurately extract emotional information from the face of the  person one is communicating with plays a major role in prosociality 24 and this capacity is often",No DOI,… Machine Intelligence,https://www.nature.com/articles/s42256-020-00280-0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
106,108,Evidence and a computational explanation of cultural differences in facial expression recognition.,"['MN Dailey', 'C Joyce', 'MJ Lyons', 'M Kamachi', 'H Ishi']",2010,249,Japanese Female Facial Expression,"classification, classifier, facial expression recognition, machine learning, neural network",our interpretation of facial expressions of emotion is universal  EMPATH models to recognize  facial expressions in a variety  of facial expression images with different mixes of Japanese,No DOI,Emotion,https://pubmed.ncbi.nlm.nih.gov/21171759/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,
107,109,Excavating AI: The politics of images in machine learning training sets,"['K Crawford', 'T Paglen']",2021,442,Toronto Face Database,machine learning,"By looking at the politics of classification within machine learning systems, this article  demonstrates why the automated interpretation of images is an inherently social and political",No DOI,Ai & Society,https://link.springer.com/article/10.1007/s00146-021-01162-8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
108,110,Exploiting multi-cnn features in cnn-rnn based dimensional emotion recognition on the omg in-the-wild dataset,"['D Kollias', 'S Zafeiriou']",2020,182,"Acted Facial Expressions In The Wild, Affective Faces Database, Expression in-the-Wild, Static Facial Expression in the Wild",CNN,"The Aff-Wild database served as benchmark for the Aff-Wild Challenge, organized in   the temporal dependencies of facial expressions in each utterance, we designed standard",No DOI,IEEE Transactions on Affective …,https://arxiv.org/abs/1910.01417,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
109,111,"Expression, affect, action unit recognition: Aff-wild2, multi-task learning and arcface","['D Kollias', 'S Zafeiriou']",2019,345,Expression in-the-Wild,CNN,"expression classification). To address these, we substantially extend the largest available  in-the-wild  We conduct extensive experiments with CNN and CNN-RNN architectures that use",No DOI,arXiv preprint arXiv:1910.04855,https://arxiv.org/abs/1910.04855,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
110,112,Extended deep neural network for facial emotion recognition,"['DK Jain', 'P Shamsolmoali', 'P Sehdev']",2019,416,"Extended Cohn-Kanade, Japanese Female Facial Expression","classification, deep learning, facial expression recognition, neural network","This paper proposed a new deep learning model for the  size and variety of datasets, deep  neural network is the most  datasets are publicly available such as Cohn–Kanade (CK+) [7]",No DOI,Pattern Recognition Letters,https://www.sciencedirect.com/science/article/pii/S016786551930008X,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
111,113,"FACES—A database of facial expressions in young, middle-aged, and older women and men: Development and validation","['NC Ebner', 'M Riediger', 'U Lindenberger']",2010,1382,Karolinska Directed Emotional Faces,FER,"to neutral faces (Isaacowitz et al., 2006). These studies have almost exclusively used  emotional faces of young individuals and have not systematically varied the age of the face, even",No DOI,Behavior research methods,https://link.springer.com/article/10.3758/BRM.42.1.351,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
112,114,"Face behavior a la carte: Expressions, affect and action units in a single network","['D Kollias', 'V Sharmanska', 'S Zafeiriou']",2019,206,Acted Facial Expressions In The Wild,neural network,manifestation of complex facial expressions. The dataset  We train a multi-task neural  network model to jointly perform ( It served as benchmark for the ABAW Competition organized,No DOI,arXiv preprint arXiv:1910.11111,https://arxiv.org/abs/1910.11111,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
113,115,Face detection using mixtures of linear subspaces,"['MH Yang', 'N Abuja', 'D Kriegman']",2000,121,Toronto Face Database,classification,"in face recognition [2]. The reason for this is that FLD provides a better projection than PCA  for pattern classification. In the second proposed method, we decompose the training face",No DOI,… on Automatic Face and …,https://ieeexplore.ieee.org/document/840614,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
114,116,Face expression recognition with a 2-channel convolutional neural network,"['D Hamester', 'P Barros', 'S Wermter']",2015,164,Toronto Face Database,"facial expression recognition, neural network","CNN and train it with the Acted Facial Expression in the Wild (AFEW) dataset [17]. In the sec   with the Toronto Face Dataset. After that, a softmax layer is trained with the AFEW dataset.",No DOI,2015 international joint …,https://ieeexplore.ieee.org/document/7280539,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
115,117,Face recognition using kernel direct discriminant analysis algorithms,"['J Lu', 'KN Plataniotis']",2003,836,Toronto Face Database,"classification, classifier",") [20] have in pattern regression and classification tasks, we propose a new kernel discriminant  analysis algorithm for face recognition. The algorithm generalizes the strengths of the",No DOI,IEEE transactions on …,https://ieeexplore.ieee.org/document/1176132,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,
116,118,Face recognition with radial basis function (RBF) neural networks,"['MJ Er', 'S Wu', 'J Lu', 'HL Toh']",2002,975,Toronto Face Database,"classification, classifier, neural network",excellent performance both in terms of error rates of classification and learning efficiency.   Database Our experiments were performed on the face database which contains a set of face,No DOI,IEEE transactions on neural …,https://ieeexplore.ieee.org/document/1000134,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
117,119,Face recognition: A convolutional neural-network approach,"['S Lawrence', 'CL Giles', 'AC Tsoi']",1997,4525,Toronto Face Database,"classification, neural network",We are interested in rapid classification and hence we do not assume that time is  available for extensive preprocessing and normalization. Good algorithms for locating,No DOI,IEEE transactions on …,https://ieeexplore.ieee.org/document/554195,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
118,120,Facenet2expnet: Regularizing a deep face recognition net for expression recognition,"['H Ding', 'SK Zhou', 'R Chellappa']",2017,489,Toronto Face Database,"CNN, classification, deep learning, facial expression recognition, machine learning, neural network","adapt to the new domain task (facial expression recognition), we attach the fully- databases:  CK+ [27], Oulu-CASIA [28], Toronto Face Database (TFD) [29] and Static Facial Expression",No DOI,… face & gesture recognition (FG …,https://arxiv.org/abs/1609.06591,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
119,121,Faces of pain: automated measurement of spontaneousallfacial expressions of genuine and posed pain,"['GC Littlewort', 'MS Bartlett', 'K Lee']",2007,232,Toronto Face Database,machine learning,"machine learning approach, previously used successfully to categorize basic emotional facial   Here we applied machine learning on a 20-channel output stream of facial action detectors",No DOI,… of the 9th international conference on …,https://www.researchgate.net/publication/221052396_Faces_of_pain_automated_measurement_of_spontaneousallfacial_expressions_of_genuine_and_posed_pain,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
120,122,Facial Affect``In-The-Wild,"['S Zafeiriou', 'A Papaioannou', 'I Kotsia']",2016,122,"Acted Facial Expressions In The Wild, Expression in-the-Wild, Static Facial Expression in the Wild","CNN, FER, classification, classifier, deep learning, facial expression recognition, machine learning, neural network","of compound expressions [20]). A recent survey on facial expression recognition can be   In particular, the network exploits the fact that facial expressions can be decomposed to FAU.",No DOI,… Pattern Recognition …,https://openaccess.thecvf.com/content_cvpr_2016_workshops/w28/papers/Zafeiriou_Facial_Affect_In-The-Wild_CVPR_2016_paper.pdf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
121,123,Facial emotion detection using deep learning,"['A Jaiswal', 'AK Raju', 'S Deb']",2020,150,"Facial Expression Recognition 2013, Japanese Female Facial Expression","deep learning, facial expression recognition","basically three main steps: face detection, features extraction,  a convolutional neural networks  (CNN) based deep learning  the Japanese Female Face Expression (JAFFE) [15], Facial",No DOI,2020 international conference for …,https://ieeexplore.ieee.org/document/9154121,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
122,124,Facial emotion processing in borderline personality disorder: a systematic review and meta-analysis,"['AE Mitchell', 'GL Dickens', 'MM Picchioni']",2014,220,Karolinska Directed Emotional Faces,FER,A body of work has developed over the last 20 years that explores facial emotion perception  in Borderline Personality Disorder (BPD). We identified 25 behavioural and functional,No DOI,Neuropsychology review,https://pubmed.ncbi.nlm.nih.gov/24574071/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
123,125,Facial emotion recognition using convolutional neural networks (FERC),['N Mehendale'],2020,328,Extended Cohn-Kanade,"FER, neural network","FERC was extensively tested with more than 750K images using extended Cohn–Kanade  expression, Caltech faces, CMU and NIST datasets. We expect the FERC emotion detection",No DOI,SN Applied Sciences,https://link.springer.com/article/10.1007/s42452-020-2234-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
124,126,Facial emotion recognition: State of the art performance on FER2013,"['Y Khaireddin', 'Z Chen']",2021,223,Facial Expression Recognition 2013,facial expression recognition,Facial emotion recognition (FER) is significant for human-computer interaction such as   ) in 2013 and became a benchmark in comparing model performance in emotion recognition.,No DOI,arXiv preprint arXiv:2105.03588,https://arxiv.org/abs/2105.03588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
125,127,Facial expression analysis under partial occlusion: A survey,"['L Zhang', 'B Verma', 'D Tjondronegoro']",2018,121,Toronto Face Database,facial expression recognition,"While face and facial expression recognition systems  database includes four typical complex  facial expressions: smile while hands obscure the face, anger while hand obscure the face",No DOI,ACM Computing Surveys …,https://arxiv.org/abs/1802.08784,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
126,128,Facial expression analysis with AFFDEX and FACET: A validation study,"['S Stöckli', 'M Schulte-Mecklenbeck', 'S Borer']",2018,309,"Affective Faces Database, Radboud Faces Database","classification, deep learning, facial expression recognition, machine learning, neural network",Picture Database (GAPED) and the Radboud Faces Database (RaFD) facial expression  analysis assumes that there is a direct link between emotion production and emotion recognition,No DOI,Behavior research …,https://pubmed.ncbi.nlm.nih.gov/29218587/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
127,129,"Facial expression classification based on SVM, KNN and MLP classifiers","['HI Dino', 'MB Abdulrazzaq']",2019,160,"Extended Cohn-Kanade, MMI Facial Expression","classification, classifier",The Extended Cohn-Kanade (CK+) dataset used as good data recourse to exam the  classification of human Facial Expression. Principal component analysis (PCA) used to reduce the,No DOI,2019 International Conference on …,http://ieeexplore.ieee.org/document/8723728/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
128,130,Facial expression recognition,"['Y Tian', 'T Kanade', 'JF Cohn']",2011,255,"Affective Faces Database, Binghamton University 3D Facial Expression, Extended Cohn-Kanade, Japanese Female Facial Expression",facial expression recognition,"This chapter introduces recent advances in facial expression analysis and recognition. The first part discusses general structure of AFEA systems. The second part describes the problem space for facial expression analysis. This space includes multiple dimensions: level of description, individual differences in subjects, transitions among expressions, intensity of facial expression, deliberate versus spontaneous expression, head orientation and scene complexity, image acquisition and resolution, reliability of ground truth, databases, and the",No DOI,Handbook of face recognition,https://paperswithcode.com/task/facial-expression-recognition,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
129,131,Facial expression recognition ability among women with borderline personality disorder: implications for emotion regulation?,"['AW Wagner', 'MM Linehan']",1999,459,Japanese Female Facial Expression,facial expression recognition,"examined recognition of facial expressions of emo tion among women  21), compared to a  group of women with histories of  Japanese males, 2 Japanese females) for each of 7 different",No DOI,Journal of personality disorders,https://pubmed.ncbi.nlm.nih.gov/10633314/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
130,132,Facial expression recognition and histograms of oriented gradients: a comprehensive study,"['P Carcagnì', 'M Del Coco', 'M Leo', 'C Distante']",2015,214,Radboud Faces Database,FER,"Automatic facial expression recognition (FER) is a topic of  (HOG) descriptor in the FER  problem, highlighting as this  with most commonly used FER frameworks was carried out. In the",No DOI,SpringerPlus,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4628009/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
131,133,Facial expression recognition based on 3D dynamic range model sequences,"['Y Sun', 'L Yin']",2008,172,Binghamton University 3D Facial Expression,"FER, facial expression recognition","3D facial expression database [21], we extend the facial expression analysis to a dynamic  3D  In this paper, we propose a spatio-temporal 3D facial expression analysis approach for",No DOI,Computer Vision–ECCV 2008: 10th European …,https://link.springer.com/chapter/10.1007/978-3-540-88688-4_5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
132,134,Facial expression recognition based on a mlp neural network using constructive training algorithm,"['H Boughrara', 'M Chtourou', 'C Ben Amar']",2016,124,Facial Expression Recognition 2013,facial expression recognition,"Images PFI has been applied to extract features from human face images. To evaluate, the   Cohn-Kanade facial expression and the facial expression recognition FER-2013 databases.",No DOI,Multimedia Tools and …,https://link.springer.com/article/10.1007/s11042-014-2322-6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
133,135,Facial expression recognition based on deep learning,"['H Ge', 'Z Zhu', 'Y Dai', 'B Wang', 'X Wu']",2022,105,Facial Expression Recognition 2013,facial expression recognition,"In addition, [29] proposed a multi-stage fine-tuning strategy: in the first stage, additional  facial expression database FE R 2013 was used to fine-tune the existing pre-training model; In",No DOI,Computer Methods and Programs in …,https://www.sciencedirect.com/science/article/pii/S0169260722000062,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"## Title: Facial expression recognition based on deep learning
the features on this page.
Skip to main contentSkip to article
My account
Sign in
* Access through **your organization**
* Purchase PDF
* * Patient Access
* Other access options
Search 
## Article preview
* Abstract
* Introduction
* Section snippets
* References (38)
* Cited by (86)
## Computer Methods and Programs in Biomedicine
Volume 215, March 2022, 106621
# Facial expression recognition based on deep learning
Author links open overlay panelHuilin Ge, Zhiyu Zhu, Yuewei Dai, Biao Wang,
Xuedong Wu
Show more
Add to Mendeley
Share
Cite
https://doi.org/10.1016/j.cmpb.2022.106621Get rights and content
## Highlights
* ?
Autonomous driving, virtual reality and all kinds of robots integrated into
our life rely on facial expression recognition technology.
* ?
Facial expression recognition and computer vision is based on deep learning
technology and convolutional neural network.
* ?
Whether it is two-stage target detection or single-stage target detection,
performance of algorithm is measured by detection speed and accuracy.
* ?
Large variety of training data with accurate expression tags can fundamentally
improve expression recognition rate.
## Abstract
### Background and objective
Facial expression recognition technology will play an increasingly important
role in our daily life. Autonomous driving, virtual reality and all kinds of
robots integrated into our life depend on the development of facial expression
recognition technology. Many tasks in the field of computer vision are based
on deep learning technology and convolutional neural network. The paper
proposes an occluded expression recognition model based on the generatedcountermeasure network. The model is divided into two modules, namely,
occluded face image restoration and face recognition.
### Methods
Firstly, this paper summarizes the research status of deep facial expression
recognition methods in recent ten years and the development of related facial
expression database. Then, the current facial expression recognition methods
based on deep learning are divided into two categories: Static facial
expression recognition and dynamic facial expression recognition. The two
methodswill be introduced and summarized respectively. Aiming at the advanced
deep expression recognition algorithms in the field, the performance of these
algorithms on common expression databases is compared, and the strengths and
weaknesses of these algorithms are analyzed in detail.
### Discussion and results
As the task of facial expression recognition is gradually transferred from the
controlled laboratory environment to the challenging real-world environment,
with the rapid development of deep learning technology, deep neural network
can learn discriminative features, and is gradually applied to automatic
facial expression recognition task. The current deep facial expression
recognition system is committed to solve the following two problems: (1)
Overfitting due to lack of sufficient training data; (2) In the real world
environment, other variables that have nothing to do with expression bring
interference problems.
### Conclusion
From the perspective of algorithm, combining other expression models, such as
facial action unit model and pleasure arousal dimension model, as well as
other multimodal models, such as audio mode, 3D face depth information and
human physiological information, can make expression recognition more
practical.
## Introduction
Image recognition is a technology that uses computer to process, analyze and
understand images to identify different patterns of targets and objects. It is
a main research direction in the field of computer vision and plays an
important role in intelligent data acquisition and processing based on image.
Image recognition technology can efficiently complete the detection and
recognition of specific target objects (such as handwritten characters,
products or faces), image classification and marking, and subjective image
quality evaluation. At present, image recognition technology has a broad
commercial market and optimistic application prospects in Internet application
products such as image retrieval, commodity recommendation, user behavior
analysis and face recognition. Moreover, it has long-term development
potential in high-tech industries such as UAV, autonomous driving and
intelligent robot, as well as many fields such as geology, medicine and
biology. Early image recognition systems mainly used directional gradient
histogram [1] and scale invariant feature transformation [2], and then input
the extracted features into the classifier for classification and recognition.
These functions are basically manually designed. For different recognition
problems, the extracted features will directly affect the performance of the
system. Therefore, researchers need to further study the unsolved problem
areas in order to design better adaptive features to improve the performance
of the system. The image recognition system in this period is often for a
specific recognition task, and the data scale is small, the generalization
ability is poor, so it is not easy to achieve the ideal recognition effect in
daily application.
Deep learning is a branch of representation learning based on data ofartificial neural network. Deep learning includes supervised learning, semi-
supervised learning and unsupervised learning. In deep learning, deep neural
network, deep belief network and recurrent neural network have been widely
used in speech recognition, computer vision, audio recognition, unmanned
driving and natural language processing. Rina dechter first introduced deep
learning in 1986. In addition, Igor aizenberg introduced the concept of
artificial neural network in 2000. In fact, Alexey ivakhnenko and Lapa
proposed supervised feedforward learning network as early as 1965. In 1986,
Geoffrey Hinton proposed the back-propagation algorithm of multilayer
perceptron (MLS), and used the SIGMOD activation function for nonlinear
transformation, so as to solve the problems of nonlinear learning and
classification. In 2006, Geoffrey Hinton et al. Pointed out that the pre-
training weight should be used to initialize the model and fine tune the model
according to the supervised training. With the further development of deep
learning, the proposal of lenet [3] in 1998 marked the emergence of
convolutional neural network (CNN).
However, due to the backward hardware at that time, convolutional neural
network is not in an advantage compared with other machine learning methods
(such as SVM [4]). With the further development of computing devices, the Alex
net that is proposed by Hinton et al. has made significant achievements in the
computer vision competition ILSVRC 2012. Convolutional neural networks have
made rapid progress in recent decades.
## Section snippets
## Review of face recognition technology
Face recognition has the characteristics of easy access, easy operation and
diversified features. In the last century, many scholars studied face
recognition. However, due to the underdeveloped network, limited resources of
face images and poor quality of photos, many scholars mostly studied it from
the perspective of algorithm, but the recognition accuracy is low, far from
the human eye recognition effect. With the gradual maturity of machine
learning technology, there are many powerful
## Depth target detection algorithm
In the realm of computer vision, object recognition technology is an algorithm
that can detect sample objects in videos and photos. Recent target recognition
algorithms mostly rely on high-performance GPU chips based on multilayer
neural network and deep learning software framework and built-in thousands of
stream processors. Therefore, it is also known as deep object detection (Deep
OD). Object detection has always been a vital issue in the realm of computer
vision. Before deep learning is
## Deep facial expression recognition based on static image
Due to the convenience and availability of network static data processing, a
large number of researches are based on static images without considering time
information for expression recognition. Direct training of deep network on
relatively small facial expression databases will inevitably result in
overfitting problem. In order to solve this problem, many related researches
use additional auxiliary data to pre-train and build their own network, or
directly fine tune based on an effective
## Discussion
This paper firstly recommends the background knowledge of facial expression
recognition, and summarizes the evolution and development of database and
algorithm in the field of facial expression recognition. It points out that
deep learning has become the mainstream framework in this field. Then, the
expression recognition algorithms based on deep learning are divided into two
categories (static expression recognition network and dynamic expressionrecognition network). By comparing the
## Conclusions
In the field of computer vision, based on the research status at home and
abroad, facial expression recognition technology has made great progress and
development. However, there are still many challenges and difficulties waiting
for researchers to solve. For example, the research on facial expression
recognition in real scenes, and there is a certain confusion between different
expressions. The expression of facial emotion may vary with region, culture,
and environment. There are differences
## Declaration of Competing Interest
The authors declare that there is no conflict of interest in this paper.
## Acknowledgment
This work is supported by the National Natural Science Foundation of China
(No. 62006102).
Special issue articlesRecommended articles"
134,136,Facial expression recognition based on facial components detection and hog features,"['J Chen', 'Z Chen', 'Z Chi', 'H Fu']",2014,133,Extended Cohn-Kanade,"classification, classifier",perform the facial expression classification. We evaluate our proposed method on the JAFFE  dataset and an extended Cohn-Kanade dataset. The average classification rate on the two,No DOI,International workshops on …,http://www.cedus.it/documents/SicurezzaUrbana/Videosorveglianza_e_altre_tecnologie_video_di_controllo/3ZChi_ACV-1.pdf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
135,137,Facial expression recognition based on fusion feature of PCA and LBP with SVM,"['Y Luo', 'C Wu', 'Y Zhang']",2013,187,Facial Expression Recognition 2013,facial expression recognition,", to assist the global grayscale features of facial expression recognition. The support vector   of facial expression recognition system are feature extraction and expression classification.",No DOI,Optik-International Journal for Light and Electron …,https://www.sciencedirect.com/science/article/pii/S0030402612006560,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
136,138,Facial expression recognition by de-expression residue learning,"['H Yang', 'U Ciftci', 'L Yin']",2018,512,Oulu-CASIA,classification,that we target to exploit for expression classification.  The Oulu-CASIA database [33]  contains data captured under three  The Oulu-CASIA VIS has 480 video sequences taken from,No DOI,… of the IEEE conference on computer …,https://openaccess.thecvf.com/content_cvpr_2018/papers/Yang_Facial_Expression_Recognition_CVPR_2018_paper.pdf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
137,139,Facial expression recognition from world wild web,"['A Mollahosseini', 'B Hasani', 'MJ Salvador']",2016,103,"Acted Facial Expressions In The Wild, Expression in-the-Wild, Facial Expression Recognition 2013, Static Facial Expression in the Wild","FER, classification, classifier, deep learning, facial expression recognition, machine learning, neural network",networks can recognize wild facial expressions with an  of inthe-wild facial expressions by  querying different search en search engines for facial expression recognition. We trained two,No DOI,… pattern recognition …,https://arxiv.org/abs/1605.03639,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
138,140,Facial expression recognition in JAFFE dataset based on Gaussian process classification,"['F Cheng', 'J Yu', 'H Xiong']",2010,134,"Japanese Female Facial Expression, Toronto Face Database","classification, classifier, facial expression recognition","Here we propose a GP model and investigate it for the facial expression recognition in the  Japanese female facial expression dataset. By the strategy of leave-one-out cross validation,",No DOI,IEEE Transactions on Neural …,http://ieeexplore.ieee.org/document/5551215/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
139,141,Facial expression recognition in image sequences using geometric deformation features and support vector machines,"['I Kotsia', 'I Pitas']",2006,900,Toronto Face Database,facial expression recognition,tion problems used for FAUs detection in the grid and for facial expression recognition.   The Cohn–Kanade database [2] was used for the facial expression recognition in six basic,No DOI,IEEE transactions on image processing,https://ieeexplore.ieee.org/document/4032815,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
140,142,Facial expression recognition in the wild via deep attentive center loss,"['AH Farzaneh', 'X Qi']",2021,289,Expression in-the-Wild,"CNN, FER, classification, classifier, deep learning, facial expression recognition, machine learning, neural network","Accordingly, for the task of FER in the wild, where  Face Database (RAFDB) [14]. Then, we  conduct extensive experiments on these two widely used wild Facial Expression Recognition (",No DOI,Proceedings of the IEEE/CVF winter …,https://openaccess.thecvf.com/content/WACV2021/papers/Farzaneh_Facial_Expression_Recognition_in_the_Wild_via_Deep_Attentive_Center_WACV_2021_paper.pdf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
141,143,Facial expression recognition in video with multiple feature fusion,"['J Chen', 'Z Chen', 'Z Chi', 'H Fu']",2016,246,Acted Facial Expressions In The Wild,"classification, classifier, facial expression recognition",Acted Facial Expression in Wild (AFEW) 4.0 database show that our approach is robust in  dealing with video-based facial expression recognition  streams of facial expressions analysis,No DOI,IEEE Transactions on Affective …,https://ieeexplore.ieee.org/document/7518582,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
142,144,Facial expression recognition using a hybrid CNN–SIFT aggregator,"['T Connie', 'M Al-Shabi', 'WP Cheah', 'M Goh']",2017,184,Facial Expression Recognition 2013,facial expression recognition,facial expression recognition task. The proposed method is motivated by the success of  Convolutional Neural Networks (CNN) on the face recognition  FER-2013 and CK+ datasets.,No DOI,International workshop on multi …,https://arxiv.org/abs/1608.02833,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
