Title,Authors,Year,Cited By,Dataset,Abstract,DOI,Journal,URL,Mentions_Accuracy,Mentions_F1,Mentions_Precision,Mentions_Recall,Mentions_Auc,Mentions_Roc,Mentions_Sensitivity,Mentions_Specificity,Mentions_Confusion_matrix,Mentions_Loss_function,Mentions_Cross-entropy,Mentions_Mean_squared_error,Mentions_Overfitting,Mentions_Underfitting,Mentions_Cross-validation,Mentions_Training_time,Mentions_Inference_time,Mentions_Statistical_significance,Mentions_P-value,Mentions_T-test,Mentions_Anova,Mentions_Correlation,Mentions_Regression,Mentions_Baseline_comparison,Mentions_Mae,Mentions_Rmse,Mentions_Bias
Local learning with deep and handcrafted features for facial expression recognition,"['MI Georgescu', 'RT Ionescu', 'M Popescu']",2019,346,Facial Expression Recognition 2013 facial expression recognition,"We perform a thorough experimental study on the 2013 Facial Expression Recognition (FER)  Challenge data set [27], the FER+ data set [1], and the AffectNet [28] data set, comparing",No DOI,IEEE Access,https://ieeexplore.ieee.org/abstract/document/8716652/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Going deeper in facial expression recognition using deep neural networks,"['A Mollahosseini', 'D Chan']",2016,1263,Facial Expression Recognition 2013 facial expression recognition,This work presents a new deep neural network architecture for automated facial expression  recognition. The proposed network consists of two convolutional layers each followed by,No DOI,2016 IEEE Winter …,https://arxiv.org/abs/1511.04110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Advances, challenges, and opportunities in automatic facial expression recognition","['B Martinez', 'MF Valstar']",2016,169,Facial Expression Recognition 2013 facial expression recognition,In this chapter we consider the problem of automatic facial expression analysis. Our take on  this is that the field has reached a point where it needs to move away from considering,No DOI,Advances in face detection and facial image …,https://link.springer.com/chapter/10.1007/978-3-319-25958-1_4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep learning approaches for facial emotion recognition: A case study on FER-2013,"['P Giannopoulos', 'I Perikos', 'I Hatzilygeroudis']",2018,211,Facial Expression Recognition 2013 facial expression recognition,", accurate and robust facial expression recognition by computer systems  facial expression  recognition, more specifically on the recognition of the existence of emotional content on facial",No DOI,Advances in hybridization of …,https://link.springer.com/chapter/10.1007/978-3-319-66790-4_1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition using deep convolutional neural networks,"['DV Sang', 'N Van Dat']",2017,104,Facial Expression Recognition 2013 facial expression recognition,"Inspired by the simple designing idea of VGG, we propose different effective CNNs to tackle  the problem of facial expression recognition. Since FERC-2013 dataset is much smaller than",No DOI,2017 9th International Conference on …,https://ieeexplore.ieee.org/document/8119447,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition: A survey,"['J Kumari', 'R Rajesh', 'KM Pooja']",2015,252,Facial Expression Recognition 2013 facial expression recognition,Facial Expression recognition has increasing application areas and requires more accurate  and reliable FER system. This paper has presented a survey on facial expression recognition,No DOI,Procedia computer science,https://www.sciencedirect.com/science/article/pii/S1877050915021225,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mapping the development of facial expression recognition,"['H Rodger', 'L Vizioli', 'X Ouyang']",2015,194,Facial Expression Recognition 2013 facial expression recognition,"Generally, corresponding with our findings, children have been shown to perform well in  recognizing sadness (Herba & Phillips, 2004; Widen, 2013). Several studies have shown that",No DOI,Developmental …,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Framework for reliable, real-time facial expression recognition for low resolution images","['RA Khan', 'A Meyer', 'H Konik', 'S Bouakaz']",2013,183,Facial Expression Recognition 2013 facial expression recognition,"While, it has been proved that Spontaneous facial expressions differ substantially from posed  expressions (Bartlett et al., 2002). In this work, we propose a facial expression recognition",No DOI,Pattern Recognition Letters,https://www.sciencedirect.com/science/article/pii/S0167865513001268,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Real-time mobile facial expression recognition system-a case study,"['M Suk', 'B Prabhakaran']",2014,178,Facial Expression Recognition 2013 facial expression recognition,"facial expression recognition running on mobile devices. The proposed system recognizing  a user’s emotion  2013 IEEE International Symposium on Multimedia, 0:84–87, 2012. [16] S.",No DOI,… computer vision and pattern recognition …,http://ieeexplore.ieee.org/document/6909970,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A review on automatic facial expression recognition systems assisted by multimodal sensor data,"['N Samadiani', 'G Huang', 'B Cai', 'W Luo', 'CH Chi', 'Y Xiang']",2019,214,Facial Expression Recognition 2013 facial expression recognition,"in facial expression recognition, which theoretically can detect the six basic expressions and   In Proceedings of the 2013 on Emotional expression recognition in the wild challenge and",No DOI,Sensors,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep-emotion: Facial expression recognition using attentional convolutional network,"['S Minaee', 'M Minaei', 'A Abdolrashidi']",2021,689,Facial Expression Recognition 2013 facial expression recognition,"-based framework for facial expression recognition, which  to focus on the salient part of  the face. We show that, by using  FER-2013 dataset is more challenging than the other facial",No DOI,Sensors,https://www.mdpi.com/1424-8220/21/9/3046,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A facial expression recognition system using convolutional networks,"['AT Lopes', 'E De Aguiar']",2015,148,Facial Expression Recognition 2013 facial expression recognition,a simple solution for facial expression recognition that uses a  Abstract—Facial expression  recognition has been an active  The recognition of facial expressions is not an easy problem,No DOI,2015 28th SIBGRAPI …,https://ieeexplore.ieee.org/document/7314574,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep learning approaches for facial emotion recognition: A case study on FER-2013,"['P Giannopoulos', 'I Perikos', 'I Hatzilygeroudis']",2018,211,Facial Expression Recognition 2013 FER,", accurate and robust facial expression recognition by computer systems  facial expression  recognition, more specifically on the recognition of the existence of emotional content on facial",No DOI,Advances in hybridization of …,https://link.springer.com/chapter/10.1007/978-3-319-66790-4_1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep learning approaches for facial emotion recognition: A case study on FER-2013,"['P Giannopoulos', 'I Perikos', 'I Hatzilygeroudis']",2018,211,Facial Expression Recognition 2013 FER,", accurate and robust facial expression recognition by computer systems  facial expression  recognition, more specifically on the recognition of the existence of emotional content on facial",No DOI,Advances in hybridization of …,https://link.springer.com/chapter/10.1007/978-3-319-66790-4_1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Local learning with deep and handcrafted features for facial expression recognition,"['MI Georgescu', 'RT Ionescu', 'M Popescu']",2019,346,Facial Expression Recognition 2013 FER,on the 2013 Facial Expression Recognition (FER) Challenge  Compared to the best accuracy  reported in [18] for FER 2013 CNN models for facial expression recognition using Dense-,No DOI,IEEE Access,https://ieeexplore.ieee.org/abstract/document/8716652/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep learning approaches for facial emotion recognition: A case study on FER-2013,"['P Giannopoulos', 'I Perikos', 'I Hatzilygeroudis']",2018,211,Facial Expression Recognition 2013 FER,", accurate and robust facial expression recognition by computer systems  facial expression  recognition, more specifically on the recognition of the existence of emotional content on facial",No DOI,Advances in hybridization of …,https://link.springer.com/chapter/10.1007/978-3-319-66790-4_1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Local learning with deep and handcrafted features for facial expression recognition,"['MI Georgescu', 'RT Ionescu', 'M Popescu']",2019,346,Facial Expression Recognition 2013 FER,on the 2013 Facial Expression Recognition (FER) Challenge  Compared to the best accuracy  reported in [18] for FER 2013 CNN models for facial expression recognition using Dense-,No DOI,IEEE Access,https://ieeexplore.ieee.org/abstract/document/8716652/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep facial expression recognition: A survey,"['S Li', 'W Deng']",2020,1919,Facial Expression Recognition 2013 FER,"facial expression recognition (FER) systems have been explored to encode expression  information from facial  However, since 2013, emotion recognition competitions such as FER2013",No DOI,IEEE transactions on affective computing,https://arxiv.org/abs/1804.08348,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep learning approaches for facial emotion recognition: A case study on FER-2013,"['P Giannopoulos', 'I Perikos', 'I Hatzilygeroudis']",2018,211,Facial Expression Recognition 2013 FER,", accurate and robust facial expression recognition by computer systems  facial expression  recognition, more specifically on the recognition of the existence of emotional content on facial",No DOI,Advances in hybridization of …,https://link.springer.com/chapter/10.1007/978-3-319-66790-4_1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Local learning with deep and handcrafted features for facial expression recognition,"['MI Georgescu', 'RT Ionescu', 'M Popescu']",2019,346,Facial Expression Recognition 2013 FER,on the 2013 Facial Expression Recognition (FER) Challenge  Compared to the best accuracy  reported in [18] for FER 2013 CNN models for facial expression recognition using Dense-,No DOI,IEEE Access,https://ieeexplore.ieee.org/abstract/document/8716652/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep facial expression recognition: A survey,"['S Li', 'W Deng']",2020,1919,Facial Expression Recognition 2013 FER,"facial expression recognition (FER) systems have been explored to encode expression  information from facial  However, since 2013, emotion recognition competitions such as FER2013",No DOI,IEEE transactions on affective computing,https://arxiv.org/abs/1804.08348,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Image based static facial expression recognition with multiple deep network learning,"['Z Yu', 'C Zhang']",2015,741,Facial Expression Recognition 2013 FER,Each CNN model is initialized randomly and pre-trained on a larger dataset provided by the  Facial Expression Recognition (FER) Challenge 2013. The pre-trained models are then fine-,No DOI,Proceedings of the 2015 ACM on international …,https://dl.acm.org/doi/10.1145/2818346.2830595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep learning approaches for facial emotion recognition: A case study on FER-2013,"['P Giannopoulos', 'I Perikos', 'I Hatzilygeroudis']",2018,211,Facial Expression Recognition 2013 FER,", accurate and robust facial expression recognition by computer systems  facial expression  recognition, more specifically on the recognition of the existence of emotional content on facial",No DOI,Advances in hybridization of …,https://link.springer.com/chapter/10.1007/978-3-319-66790-4_1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Local learning with deep and handcrafted features for facial expression recognition,"['MI Georgescu', 'RT Ionescu', 'M Popescu']",2019,346,Facial Expression Recognition 2013 FER,on the 2013 Facial Expression Recognition (FER) Challenge  Compared to the best accuracy  reported in [18] for FER 2013 CNN models for facial expression recognition using Dense-,No DOI,IEEE Access,https://ieeexplore.ieee.org/abstract/document/8716652/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep facial expression recognition: A survey,"['S Li', 'W Deng']",2020,1919,Facial Expression Recognition 2013 FER,"facial expression recognition (FER) systems have been explored to encode expression  information from facial  However, since 2013, emotion recognition competitions such as FER2013",No DOI,IEEE transactions on affective computing,https://arxiv.org/abs/1804.08348,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Image based static facial expression recognition with multiple deep network learning,"['Z Yu', 'C Zhang']",2015,741,Facial Expression Recognition 2013 FER,Each CNN model is initialized randomly and pre-trained on a larger dataset provided by the  Facial Expression Recognition (FER) Challenge 2013. The pre-trained models are then fine-,No DOI,Proceedings of the 2015 ACM on international …,https://dl.acm.org/doi/10.1145/2818346.2830595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition: A survey,"['Y Huang', 'F Chen', 'S Lv', 'X Wang']",2019,197,Facial Expression Recognition 2013 FER,"Facial Expression Recognition (FER) has received extensive attention in the fields of psychology,  computer vision, and pattern recognition In this section, some FER-related datasets are",No DOI,Symmetry,https://www.sciencedirect.com/science/article/pii/S1877050915021225,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep learning approaches for facial emotion recognition: A case study on FER-2013,"['P Giannopoulos', 'I Perikos', 'I Hatzilygeroudis']",2018,211,Facial Expression Recognition 2013 FER,", accurate and robust facial expression recognition by computer systems  facial expression  recognition, more specifically on the recognition of the existence of emotional content on facial",No DOI,Advances in hybridization of …,https://link.springer.com/chapter/10.1007/978-3-319-66790-4_1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Local learning with deep and handcrafted features for facial expression recognition,"['MI Georgescu', 'RT Ionescu', 'M Popescu']",2019,346,Facial Expression Recognition 2013 FER,on the 2013 Facial Expression Recognition (FER) Challenge  Compared to the best accuracy  reported in [18] for FER 2013 CNN models for facial expression recognition using Dense-,No DOI,IEEE Access,https://ieeexplore.ieee.org/abstract/document/8716652/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep facial expression recognition: A survey,"['S Li', 'W Deng']",2020,1919,Facial Expression Recognition 2013 FER,"facial expression recognition (FER) systems have been explored to encode expression  information from facial  However, since 2013, emotion recognition competitions such as FER2013",No DOI,IEEE transactions on affective computing,https://arxiv.org/abs/1804.08348,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Image based static facial expression recognition with multiple deep network learning,"['Z Yu', 'C Zhang']",2015,741,Facial Expression Recognition 2013 FER,Each CNN model is initialized randomly and pre-trained on a larger dataset provided by the  Facial Expression Recognition (FER) Challenge 2013. The pre-trained models are then fine-,No DOI,Proceedings of the 2015 ACM on international …,https://dl.acm.org/doi/10.1145/2818346.2830595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition: A survey,"['Y Huang', 'F Chen', 'S Lv', 'X Wang']",2019,197,Facial Expression Recognition 2013 FER,"Facial Expression Recognition (FER) has received extensive attention in the fields of psychology,  computer vision, and pattern recognition In this section, some FER-related datasets are",No DOI,Symmetry,https://www.sciencedirect.com/science/article/pii/S1877050915021225,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition with CNN ensemble,"['K Liu', 'M Zhang', 'Z Pan']",2016,216,Facial Expression Recognition 2013 FER,"method, we use the newly released Facial Expression Recognition 2013 (FER2013) dataset.  The dataset was created using Google image search API with emotion-related keywords. It",No DOI,2016 international conference on …,https://ieeexplore.ieee.org/document/7756145,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep learning approaches for facial emotion recognition: A case study on FER-2013,"['P Giannopoulos', 'I Perikos', 'I Hatzilygeroudis']",2018,211,Facial Expression Recognition 2013 FER,", accurate and robust facial expression recognition by computer systems  facial expression  recognition, more specifically on the recognition of the existence of emotional content on facial",No DOI,Advances in hybridization of …,https://link.springer.com/chapter/10.1007/978-3-319-66790-4_1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Local learning with deep and handcrafted features for facial expression recognition,"['MI Georgescu', 'RT Ionescu', 'M Popescu']",2019,346,Facial Expression Recognition 2013 FER,on the 2013 Facial Expression Recognition (FER) Challenge  Compared to the best accuracy  reported in [18] for FER 2013 CNN models for facial expression recognition using Dense-,No DOI,IEEE Access,https://ieeexplore.ieee.org/abstract/document/8716652/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep facial expression recognition: A survey,"['S Li', 'W Deng']",2020,1919,Facial Expression Recognition 2013 FER,"facial expression recognition (FER) systems have been explored to encode expression  information from facial  However, since 2013, emotion recognition competitions such as FER2013",No DOI,IEEE transactions on affective computing,https://arxiv.org/abs/1804.08348,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Image based static facial expression recognition with multiple deep network learning,"['Z Yu', 'C Zhang']",2015,741,Facial Expression Recognition 2013 FER,Each CNN model is initialized randomly and pre-trained on a larger dataset provided by the  Facial Expression Recognition (FER) Challenge 2013. The pre-trained models are then fine-,No DOI,Proceedings of the 2015 ACM on international …,https://dl.acm.org/doi/10.1145/2818346.2830595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition: A survey,"['Y Huang', 'F Chen', 'S Lv', 'X Wang']",2019,197,Facial Expression Recognition 2013 FER,"Facial Expression Recognition (FER) has received extensive attention in the fields of psychology,  computer vision, and pattern recognition In this section, some FER-related datasets are",No DOI,Symmetry,https://www.sciencedirect.com/science/article/pii/S1877050915021225,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition with CNN ensemble,"['K Liu', 'M Zhang', 'Z Pan']",2016,216,Facial Expression Recognition 2013 FER,"method, we use the newly released Facial Expression Recognition 2013 (FER2013) dataset.  The dataset was created using Google image search API with emotion-related keywords. It",No DOI,2016 international conference on …,https://ieeexplore.ieee.org/document/7756145,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The facial emotion recognition (FER-2013) dataset for prediction system of micro-expressions face using the convolutional neural network (CNN) algorithm based …,"['L Zahara', 'P Musa', 'EP Wibowo', 'I Karim']",2020,147,Facial Expression Recognition 2013 FER,Training process using dataset FER-2013 The data training process in this study utilizing  the FER2013 dataset has been preprocessed and called the dataset with the file name fer2013.,No DOI,2020 Fifth international …,https://ieeexplore.ieee.org/document/9288560/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep learning approaches for facial emotion recognition: A case study on FER-2013,"['P Giannopoulos', 'I Perikos', 'I Hatzilygeroudis']",2018,211,Facial Expression Recognition 2013 FER,", accurate and robust facial expression recognition by computer systems  facial expression  recognition, more specifically on the recognition of the existence of emotional content on facial",No DOI,Advances in hybridization of …,https://link.springer.com/chapter/10.1007/978-3-319-66790-4_1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Local learning with deep and handcrafted features for facial expression recognition,"['MI Georgescu', 'RT Ionescu', 'M Popescu']",2019,346,Facial Expression Recognition 2013 FER,on the 2013 Facial Expression Recognition (FER) Challenge  Compared to the best accuracy  reported in [18] for FER 2013 CNN models for facial expression recognition using Dense-,No DOI,IEEE Access,https://ieeexplore.ieee.org/abstract/document/8716652/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep facial expression recognition: A survey,"['S Li', 'W Deng']",2020,1919,Facial Expression Recognition 2013 FER,"facial expression recognition (FER) systems have been explored to encode expression  information from facial  However, since 2013, emotion recognition competitions such as FER2013",No DOI,IEEE transactions on affective computing,https://arxiv.org/abs/1804.08348,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Image based static facial expression recognition with multiple deep network learning,"['Z Yu', 'C Zhang']",2015,741,Facial Expression Recognition 2013 FER,Each CNN model is initialized randomly and pre-trained on a larger dataset provided by the  Facial Expression Recognition (FER) Challenge 2013. The pre-trained models are then fine-,No DOI,Proceedings of the 2015 ACM on international …,https://dl.acm.org/doi/10.1145/2818346.2830595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition: A survey,"['Y Huang', 'F Chen', 'S Lv', 'X Wang']",2019,197,Facial Expression Recognition 2013 FER,"Facial Expression Recognition (FER) has received extensive attention in the fields of psychology,  computer vision, and pattern recognition In this section, some FER-related datasets are",No DOI,Symmetry,https://www.sciencedirect.com/science/article/pii/S1877050915021225,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition with CNN ensemble,"['K Liu', 'M Zhang', 'Z Pan']",2016,216,Facial Expression Recognition 2013 FER,"method, we use the newly released Facial Expression Recognition 2013 (FER2013) dataset.  The dataset was created using Google image search API with emotion-related keywords. It",No DOI,2016 international conference on …,https://ieeexplore.ieee.org/document/7756145,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The facial emotion recognition (FER-2013) dataset for prediction system of micro-expressions face using the convolutional neural network (CNN) algorithm based …,"['L Zahara', 'P Musa', 'EP Wibowo', 'I Karim']",2020,147,Facial Expression Recognition 2013 FER,Training process using dataset FER-2013 The data training process in this study utilizing  the FER2013 dataset has been preprocessed and called the dataset with the file name fer2013.,No DOI,2020 Fifth international …,https://ieeexplore.ieee.org/document/9288560/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition from world wild web,"['A Mollahosseini', 'B Hasani', 'MJ Salvador']",2016,105,Facial Expression Recognition 2013 FER,"Even in the FER field results so far have been promising [11 11], and most of the facial  expression recognition challenge  In the FER problem, however, unlike visual object databases",No DOI,… pattern recognition …,https://arxiv.org/abs/1605.03639,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep learning approaches for facial emotion recognition: A case study on FER-2013,"['P Giannopoulos', 'I Perikos', 'I Hatzilygeroudis']",2018,211,Facial Expression Recognition 2013 FER,", accurate and robust facial expression recognition by computer systems  facial expression  recognition, more specifically on the recognition of the existence of emotional content on facial",No DOI,Advances in hybridization of …,https://link.springer.com/chapter/10.1007/978-3-319-66790-4_1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Local learning with deep and handcrafted features for facial expression recognition,"['MI Georgescu', 'RT Ionescu', 'M Popescu']",2019,346,Facial Expression Recognition 2013 FER,on the 2013 Facial Expression Recognition (FER) Challenge  Compared to the best accuracy  reported in [18] for FER 2013 CNN models for facial expression recognition using Dense-,No DOI,IEEE Access,https://ieeexplore.ieee.org/abstract/document/8716652/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep facial expression recognition: A survey,"['S Li', 'W Deng']",2020,1919,Facial Expression Recognition 2013 FER,"facial expression recognition (FER) systems have been explored to encode expression  information from facial  However, since 2013, emotion recognition competitions such as FER2013",No DOI,IEEE transactions on affective computing,https://arxiv.org/abs/1804.08348,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Image based static facial expression recognition with multiple deep network learning,"['Z Yu', 'C Zhang']",2015,741,Facial Expression Recognition 2013 FER,Each CNN model is initialized randomly and pre-trained on a larger dataset provided by the  Facial Expression Recognition (FER) Challenge 2013. The pre-trained models are then fine-,No DOI,Proceedings of the 2015 ACM on international …,https://dl.acm.org/doi/10.1145/2818346.2830595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition: A survey,"['Y Huang', 'F Chen', 'S Lv', 'X Wang']",2019,197,Facial Expression Recognition 2013 FER,"Facial Expression Recognition (FER) has received extensive attention in the fields of psychology,  computer vision, and pattern recognition In this section, some FER-related datasets are",No DOI,Symmetry,https://www.sciencedirect.com/science/article/pii/S1877050915021225,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition with CNN ensemble,"['K Liu', 'M Zhang', 'Z Pan']",2016,216,Facial Expression Recognition 2013 FER,"method, we use the newly released Facial Expression Recognition 2013 (FER2013) dataset.  The dataset was created using Google image search API with emotion-related keywords. It",No DOI,2016 international conference on …,https://ieeexplore.ieee.org/document/7756145,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The facial emotion recognition (FER-2013) dataset for prediction system of micro-expressions face using the convolutional neural network (CNN) algorithm based …,"['L Zahara', 'P Musa', 'EP Wibowo', 'I Karim']",2020,147,Facial Expression Recognition 2013 FER,Training process using dataset FER-2013 The data training process in this study utilizing  the FER2013 dataset has been preprocessed and called the dataset with the file name fer2013.,No DOI,2020 Fifth international …,https://ieeexplore.ieee.org/document/9288560/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition from world wild web,"['A Mollahosseini', 'B Hasani', 'MJ Salvador']",2016,105,Facial Expression Recognition 2013 FER,"Even in the FER field results so far have been promising [11 11], and most of the facial  expression recognition challenge  In the FER problem, however, unlike visual object databases",No DOI,… pattern recognition …,https://arxiv.org/abs/1605.03639,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Going deeper in facial expression recognition using deep neural networks,"['A Mollahosseini', 'D Chan']",2016,1263,Facial Expression Recognition 2013 FER,"for automated Facial Expression Recognition (FER). Also, there exist many annotated face   [45] is the winner of the ICML 2013 Challenges on FER2013 database that employed a",No DOI,2016 IEEE Winter …,https://arxiv.org/abs/1511.04110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep learning approaches for facial emotion recognition: A case study on FER-2013,"['P Giannopoulos', 'I Perikos', 'I Hatzilygeroudis']",2018,211,Facial Expression Recognition 2013 FER,", accurate and robust facial expression recognition by computer systems  facial expression  recognition, more specifically on the recognition of the existence of emotional content on facial",No DOI,Advances in hybridization of …,https://link.springer.com/chapter/10.1007/978-3-319-66790-4_1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Local learning with deep and handcrafted features for facial expression recognition,"['MI Georgescu', 'RT Ionescu', 'M Popescu']",2019,346,Facial Expression Recognition 2013 FER,on the 2013 Facial Expression Recognition (FER) Challenge  Compared to the best accuracy  reported in [18] for FER 2013 CNN models for facial expression recognition using Dense-,No DOI,IEEE Access,https://ieeexplore.ieee.org/abstract/document/8716652/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep facial expression recognition: A survey,"['S Li', 'W Deng']",2020,1919,Facial Expression Recognition 2013 FER,"facial expression recognition (FER) systems have been explored to encode expression  information from facial  However, since 2013, emotion recognition competitions such as FER2013",No DOI,IEEE transactions on affective computing,https://arxiv.org/abs/1804.08348,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Image based static facial expression recognition with multiple deep network learning,"['Z Yu', 'C Zhang']",2015,741,Facial Expression Recognition 2013 FER,Each CNN model is initialized randomly and pre-trained on a larger dataset provided by the  Facial Expression Recognition (FER) Challenge 2013. The pre-trained models are then fine-,No DOI,Proceedings of the 2015 ACM on international …,https://dl.acm.org/doi/10.1145/2818346.2830595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
